dex,name,types,englishCategory,habitat,englishDex,hp,attack,defense,spAttack,spDefense,speed,sourceAbilities,evolution,sourceInspiration,artOrigin,referenceStatus,editableFolder,frontSprite,backSprite,icon,normalPalette,shinyPalette,productionProfile
246,Guaraci,fire/fairy,Solar,Arauna Highlands,"Guaraci lives in Arauna Highlands. This Fire/Fairy POKéMON embodies a part of Brazil's nature, folklore, or culture.",95,110,95,110,100,95,Chama | Corpo Flamejante,,Guaraci,reference-front-plus-reconstructed-back,available,246_guaraci,246_guaraci/anim_front.png,246_guaraci/back.png,246_guaraci/icon.png,246_guaraci/normal.pal,246_guaraci/shiny.pal,246_guaraci/candidate_profile.json
247,Rudá,fairy/psychic,Love,Arauna Coast,"Rudá, the Love POKéMON, inhabits Arauna Coast. Its Fairy/Psychic nature reflects Brazil's wildlife and legends.",76,74,74,75,72,78,Encanto | Véu Mágico,,Rudá,reference-front-plus-reconstructed-back,available,247_ruda,247_ruda/anim_front.png,247_ruda/back.png,247_ruda/icon.png,247_ruda/normal.pal,247_ruda/shiny.pal,247_ruda/candidate_profile.json
248,Aluá,water/poison,Ferment,Arauna Amazon,"Found in Arauna Amazon, Aluá is known as the Ferment POKéMON. It carries a distinct Water/Poison affinity.",69,81,70,75,72,78,Torrente | Corpo Molhado,,Aluá,reference-front-plus-reconstructed-back,available,248_alua,248_alua/anim_front.png,248_alua/back.png,248_alua/icon.png,248_alua/normal.pal,248_alua/shiny.pal,248_alua/candidate_profile.json
249,Jenipapo,dark/grass,Paint,Arauna Amazon,"Jenipapo lives in Arauna Amazon. This Dark/Grass POKéMON embodies a part of Brazil's nature, folklore, or culture.",73,77,72,75,72,78,Intimidação | Cara de Mau,,Espírito jenipapo,reference-front-plus-reconstructed-back,available,249_jenipapo,249_jenipapo/anim_front.png,249_jenipapo/back.png,249_jenipapo/icon.png,249_jenipapo/normal.pal,249_jenipapo/shiny.pal,249_jenipapo/candidate_profile.json
250,Urucum,fire/grass,Paint,Arauna Amazon,"Urucum, the Paint POKéMON, inhabits Arauna Amazon. Its Fire/Grass nature reflects Brazil's wildlife and legends.",77,73,74,75,72,78,Chama | Corpo Flamejante,,Espírito urucum,reference-front-plus-reconstructed-back,available,250_urucum,250_urucum/anim_front.png,250_urucum/back.png,250_urucum/icon.png,250_urucum/normal.pal,250_urucum/shiny.pal,250_urucum/candidate_profile.json
251,Caipora,grass/fighting,Hunter,Arauna Cerrado,"Found in Arauna Cerrado, Caipora is known as the Hunter POKéMON. It carries a distinct Grass/Fighting affinity.",83,102,87,95,90,95,Espessura | Colheita,,Caipora,reference-front-plus-reconstructed-back,available,251_caipora,251_caipora/anim_front.png,251_caipora/back.png,251_caipora/icon.png,251_caipora/normal.pal,251_caipora/shiny.pal,251_caipora/candidate_profile.json
252,Anhangá-Pitã,ghost/fire,Spirit,Arauna Amazon,"Anhangá-Pitã lives in Arauna Amazon. This Ghost/Fire POKéMON embodies a part of Brazil's nature, folklore, or culture.",74,76,73,75,72,78,Levitação | Alma Antiga,,Anhangá vermelho,reference-front-plus-reconstructed-back,available,252_anhanga-pita,252_anhanga-pita/anim_front.png,252_anhanga-pita/back.png,252_anhanga-pita/icon.png,252_anhanga-pita/normal.pal,252_anhanga-pita/shiny.pal,252_anhanga-pita/candidate_profile.json
253,Yara-Pindá,water/fairy,Fisher,Arauna Amazon,"Yara-Pindá, the Fisher POKéMON, inhabits Arauna Amazon. Its Water/Fairy nature reflects Brazil's wildlife and legends.",67,83,69,75,72,78,Torrente | Corpo Molhado,,Yara pescadora,reference-front-plus-reconstructed-back,available,253_yara-pinda,253_yara-pinda/anim_front.png,253_yara-pinda/back.png,253_yara-pinda/icon.png,253_yara-pinda/normal.pal,253_yara-pinda/shiny.pal,253_yara-pinda/candidate_profile.json
254,Pisadeira,ghost/fighting,Haunting,Arauna Cities,"Found in Arauna Cities, Pisadeira is known as the Haunting POKéMON. It carries a distinct Ghost/Fighting affinity.",71,79,71,75,72,78,Levitação | Alma Antiga,,Pisadeira,reference-front-plus-reconstructed-back,available,254_pisadeira,254_pisadeira/anim_front.png,254_pisadeira/back.png,254_pisadeira/icon.png,254_pisadeira/normal.pal,254_pisadeira/shiny.pal,254_pisadeira/candidate_profile.json
255,Zumbi,ghost/fighting,Warrior,Arauna Highlands,"Zumbi lives in Arauna Highlands. This Ghost/Fighting POKéMON embodies a part of Brazil's nature, folklore, or culture.",98,107,96,110,100,95,Levitação | Alma Antiga,,Zumbi de senzala,reference-front-plus-reconstructed-back,available,255_zumbi,255_zumbi/anim_front.png,255_zumbi/back.png,255_zumbi/icon.png,255_zumbi/normal.pal,255_zumbi/shiny.pal,255_zumbi/candidate_profile.json
256,Iemanjá-Pequena,water/fairy,Mother,Arauna Coast,"Iemanjá-Pequena, the Mother POKéMON, inhabits Arauna Coast. Its Water/Fairy nature reflects Brazil's wildlife and legends.",68,82,70,75,72,78,Torrente | Corpo Molhado,,Iemanjá jovem,reference-front-plus-reconstructed-back,available,256_iemanja-pequena,256_iemanja-pequena/anim_front.png,256_iemanja-pequena/back.png,256_iemanja-pequena/icon.png,256_iemanja-pequena/normal.pal,256_iemanja-pequena/shiny.pal,256_iemanja-pequena/candidate_profile.json
257,Ossanha,grass/fairy,Herbal,Arauna Atlantic Forest,"Found in Arauna Atlantic Forest, Ossanha is known as the Herbal POKéMON. It carries a distinct Grass/Fairy affinity.",72,78,72,75,72,78,Espessura | Colheita,,Ossanha,reference-front-plus-reconstructed-back,available,257_ossanha,257_ossanha/anim_front.png,257_ossanha/back.png,257_ossanha/icon.png,257_ossanha/normal.pal,257_ossanha/shiny.pal,257_ossanha/candidate_profile.json
258,Oxalá,normal/fairy,Creator,Arauna Highlands,"Oxalá lives in Arauna Highlands. This Normal/Fairy POKéMON embodies a part of Brazil's nature, folklore, or culture.",99,106,97,110,100,95,Faro | Placidez,,Oxalá,reference-front-plus-reconstructed-back,available,258_oxala,258_oxala/anim_front.png,258_oxala/back.png,258_oxala/icon.png,258_oxala/normal.pal,258_oxala/shiny.pal,258_oxala/candidate_profile.json
259,Saciamigo,dark/fairy,Prankster,Arauna Cerrado,"Saciamigo, the Prankster POKéMON, inhabits Arauna Cerrado. Its Dark/Fairy nature reflects Brazil's wildlife and legends.",69,81,70,75,72,78,Intimidação | Cara de Mau,,Saci pequeno,reference-front-plus-reconstructed-back,available,259_saciamigo,259_saciamigo/anim_front.png,259_saciamigo/back.png,259_saciamigo/icon.png,259_saciamigo/normal.pal,259_saciamigo/shiny.pal,259_saciamigo/candidate_profile.json
260,Sacipererê,dark/fairy,Prankster,Arauna Cerrado,"Found in Arauna Cerrado, Sacipererê is known as the Prankster POKéMON. It carries a distinct Dark/Fairy affinity.",96,109,95,110,100,95,Intimidação | Cara de Mau,,Saci adulto lendário,reference-front-plus-reconstructed-back,available,260_saciperere,260_saciperere/anim_front.png,260_saciperere/back.png,260_saciperere/icon.png,260_saciperere/normal.pal,260_saciperere/shiny.pal,260_saciperere/candidate_profile.json
261,Curupira-Ancião,grass/fairy,Guardian,Arauna Amazon,"Curupira-Ancião lives in Arauna Amazon. This Grass/Fairy POKéMON embodies a part of Brazil's nature, folklore, or culture.",77,73,74,75,72,78,Espessura | Colheita,,Curupira ancião,reference-front-plus-reconstructed-back,available,261_curupira-anciao,261_curupira-anciao/anim_front.png,261_curupira-anciao/back.png,261_curupira-anciao/icon.png,261_curupira-anciao/normal.pal,261_curupira-anciao/shiny.pal,261_curupira-anciao/candidate_profile.json
262,Caipora-Fêmea,grass/fighting,Huntress,Arauna Cerrado,"Caipora-Fêmea, the Huntress POKéMON, inhabits Arauna Cerrado. Its Grass/Fighting nature reflects Brazil's wildlife and legends.",70,80,71,75,72,78,Espessura | Colheita,,Caipora fêmea,reference-front-plus-reconstructed-back,available,262_caipora-femea,262_caipora-femea/anim_front.png,262_caipora-femea/back.png,262_caipora-femea/icon.png,262_caipora-femea/normal.pal,262_caipora-femea/shiny.pal,262_caipora-femea/candidate_profile.json
263,Pomba-Gira,dark/fairy,Enchantress,Arauna Cities,"Found in Arauna Cities, Pomba-Gira is known as the Enchantress POKéMON. It carries a distinct Dark/Fairy affinity.",74,76,73,75,72,78,Intimidação | Cara de Mau,,Pomba-gira,reference-front-plus-reconstructed-back,available,263_pomba-gira,263_pomba-gira/anim_front.png,263_pomba-gira/back.png,263_pomba-gira/icon.png,263_pomba-gira/normal.pal,263_pomba-gira/shiny.pal,263_pomba-gira/candidate_profile.json
264,Exu,dark/fighting,Messenger,Arauna Cities,"Exu lives in Arauna Cities. This Dark/Fighting POKéMON embodies a part of Brazil's nature, folklore, or culture.",67,83,69,75,72,78,Intimidação | Cara de Mau,,Exu mensageiro,reference-front-plus-reconstructed-back,available,264_exu,264_exu/anim_front.png,264_exu/back.png,264_exu/icon.png,264_exu/normal.pal,264_exu/shiny.pal,264_exu/candidate_profile.json
265,Preto-Velho,ghost/psychic,Sage,Arauna Cities,"Preto-Velho, the Sage POKéMON, inhabits Arauna Cities. Its Ghost/Psychic nature reflects Brazil's wildlife and legends.",94,111,94,110,100,95,Levitação | Alma Antiga,,Preto-velho sábio,reference-front-plus-reconstructed-back,available,265_preto-velho,265_preto-velho/anim_front.png,265_preto-velho/back.png,265_preto-velho/icon.png,265_preto-velho/normal.pal,265_preto-velho/shiny.pal,265_preto-velho/candidate_profile.json
266,Caboclo-Guerreiro,grass/fighting,Warrior,Arauna Atlantic Forest,"Found in Arauna Atlantic Forest, Caboclo-Guerreiro is known as the Warrior POKéMON. It carries a distinct Grass/Fighting affinity.",75,75,73,75,72,78,Espessura | Colheita,,Caboclo guerreiro,reference-front-plus-reconstructed-back,available,266_caboclo-guerreiro,266_caboclo-guerreiro/anim_front.png,266_caboclo-guerreiro/back.png,266_caboclo-guerreiro/icon.png,266_caboclo-guerreiro/normal.pal,266_caboclo-guerreiro/shiny.pal,266_caboclo-guerreiro/candidate_profile.json
267,Marinheiro,water/dark,Sailor,Arauna Coast,"Marinheiro lives in Arauna Coast. This Water/Dark POKéMON embodies a part of Brazil's nature, folklore, or culture.",68,82,70,75,72,78,Torrente | Corpo Molhado,,Espírito marinheiro,reference-front-plus-reconstructed-back,available,267_marinheiro,267_marinheiro/anim_front.png,267_marinheiro/back.png,267_marinheiro/icon.png,267_marinheiro/normal.pal,267_marinheiro/shiny.pal,267_marinheiro/candidate_profile.json
268,Baiano,fire/fighting,Joy,Arauna Coast,"Baiano, the Joy POKéMON, inhabits Arauna Coast. Its Fire/Fighting nature reflects Brazil's wildlife and legends.",72,78,72,75,72,78,Chama | Corpo Flamejante,,Espírito baiano,reference-front-plus-reconstructed-back,available,268_baiano,268_baiano/anim_front.png,268_baiano/back.png,268_baiano/icon.png,268_baiano/normal.pal,268_baiano/shiny.pal,268_baiano/candidate_profile.json
269,Cangaceiro,dark/fighting,Bandit,Arauna Caatinga,"Found in Arauna Caatinga, Cangaceiro is known as the Bandit POKéMON. It carries a distinct Dark/Fighting affinity.",76,74,74,75,72,78,Intimidação | Cara de Mau,,Espírito cangaceiro,reference-front-plus-reconstructed-back,available,269_cangaceiro,269_cangaceiro/anim_front.png,269_cangaceiro/back.png,269_cangaceiro/icon.png,269_cangaceiro/normal.pal,269_cangaceiro/shiny.pal,269_cangaceiro/candidate_profile.json
270,Beata,fairy/psychic,Devout,Arauna Caatinga,"Beata lives in Arauna Caatinga. This Fairy/Psychic POKéMON embodies a part of Brazil's nature, folklore, or culture.",69,81,70,75,72,78,Encanto | Véu Mágico,,Espírito beato,reference-front-plus-reconstructed-back,available,270_beata,270_beata/anim_front.png,270_beata/back.png,270_beata/icon.png,270_beata/normal.pal,270_beata/shiny.pal,270_beata/candidate_profile.json
271,Menino-Deus,fairy/normal,Divine,Arauna Cerrado,"Menino-Deus, the Divine POKéMON, inhabits Arauna Cerrado. Its Fairy/Normal nature reflects Brazil's wildlife and legends.",73,77,72,75,72,78,Encanto | Véu Mágico,,Menino-Deus,reference-front-plus-reconstructed-back,available,271_menino-deus,271_menino-deus/anim_front.png,271_menino-deus/back.png,271_menino-deus/icon.png,271_menino-deus/normal.pal,271_menino-deus/shiny.pal,271_menino-deus/candidate_profile.json
272,Rei-Momo,normal/fire,Reveler,Arauna Cities,"Found in Arauna Cities, Rei-Momo is known as the Reveler POKéMON. It carries a distinct Normal/Fire affinity.",77,73,74,75,72,78,Faro | Placidez,,Rei Momo,reference-front-plus-reconstructed-back,available,272_rei-momo,272_rei-momo/anim_front.png,272_rei-momo/back.png,272_rei-momo/icon.png,272_rei-momo/normal.pal,272_rei-momo/shiny.pal,272_rei-momo/candidate_profile.json
273,Bumba-Meu-Boi,normal/fire,Reveler,Arauna Amazon,"Bumba-Meu-Boi lives in Arauna Amazon. This Normal/Fire POKéMON embodies a part of Brazil's nature, folklore, or culture.",70,80,71,75,72,78,Faro | Placidez,,Boi bumbá,reference-front-plus-reconstructed-back,available,273_bumba-meu-boi,273_bumba-meu-boi/anim_front.png,273_bumba-meu-boi/back.png,273_bumba-meu-boi/icon.png,273_bumba-meu-boi/normal.pal,273_bumba-meu-boi/shiny.pal,273_bumba-meu-boi/candidate_profile.json
274,Reisado,fairy/normal,Reveler,Arauna Caatinga,"Reisado, the Reveler POKéMON, inhabits Arauna Caatinga. Its Fairy/Normal nature reflects Brazil's wildlife and legends.",74,76,73,75,72,78,Encanto | Véu Mágico,,Espírito reisado,reference-front-plus-reconstructed-back,available,274_reisado,274_reisado/anim_front.png,274_reisado/back.png,274_reisado/icon.png,274_reisado/normal.pal,274_reisado/shiny.pal,274_reisado/candidate_profile.json
275,Frevinho,fighting/fire,Dancer,Arauna Coast,"Found in Arauna Coast, Frevinho is known as the Dancer POKéMON. It carries a distinct Fighting/Fire affinity.",67,83,69,75,72,78,Determinação | Coragem,,Espírito frevo,reference-front-plus-reconstructed-back,available,275_frevinho,275_frevinho/anim_front.png,275_frevinho/back.png,275_frevinho/icon.png,275_frevinho/normal.pal,275_frevinho/shiny.pal,275_frevinho/candidate_profile.json
276,Maracatu,dark/fairy,Procession,Arauna Coast,"Maracatu lives in Arauna Coast. This Dark/Fairy POKéMON embodies a part of Brazil's nature, folklore, or culture.",71,79,71,75,72,78,Intimidação | Cara de Mau,,Espírito maracatu,reference-front-plus-reconstructed-back,available,276_maracatu,276_maracatu/anim_front.png,276_maracatu/back.png,276_maracatu/icon.png,276_maracatu/normal.pal,276_maracatu/shiny.pal,276_maracatu/candidate_profile.json
277,Congada,fighting/fire,Warrior,Arauna Cerrado,"Congada, the Warrior POKéMON, inhabits Arauna Cerrado. Its Fighting/Fire nature reflects Brazil's wildlife and legends.",75,75,73,75,72,78,Determinação | Coragem,,Espírito congada,reference-front-plus-reconstructed-back,available,277_congada,277_congada/anim_front.png,277_congada/back.png,277_congada/icon.png,277_congada/normal.pal,277_congada/shiny.pal,277_congada/candidate_profile.json
278,Folião,normal/fairy,Reveler,Arauna Cities,"Found in Arauna Cities, Folião is known as the Reveler POKéMON. It carries a distinct Normal/Fairy affinity.",68,82,70,75,72,78,Faro | Placidez,,Espírito folião,reference-front-plus-reconstructed-back,available,278_foliao,278_foliao/anim_front.png,278_foliao/back.png,278_foliao/icon.png,278_foliao/normal.pal,278_foliao/shiny.pal,278_foliao/candidate_profile.json
279,Onçuma,dark/ghost,Huntress,Arauna Amazon,"Onçuma lives in Arauna Amazon. This Dark/Ghost POKéMON embodies a part of Brazil's nature, folklore, or culture.",95,110,95,110,100,95,Intimidação | Cara de Mau,,Onça-preta espectral,reference-front-plus-reconstructed-back,available,279_oncuma,279_oncuma/anim_front.png,279_oncuma/back.png,279_oncuma/icon.png,279_oncuma/normal.pal,279_oncuma/shiny.pal,279_oncuma/candidate_profile.json
280,Sucuriaçu,water/dragon,Great-Snake,Arauna Amazon,"Sucuriaçu, the Great-Snake POKéMON, inhabits Arauna Amazon. Its Water/Dragon nature reflects Brazil's wildlife and legends.",99,106,97,110,100,95,Torrente | Corpo Molhado,,Sucuri anciã,reference-front-plus-reconstructed-back,available,280_sucuriacu,280_sucuriacu/anim_front.png,280_sucuriacu/back.png,280_sucuriacu/icon.png,280_sucuriacu/normal.pal,280_sucuriacu/shiny.pal,280_sucuriacu/candidate_profile.json
281,Pirarumbá,water/dragon,Fish,Arauna Amazon,"Found in Arauna Amazon, Pirarumbá is known as the Fish POKéMON. It carries a distinct Water/Dragon affinity.",92,113,93,110,100,95,Torrente | Corpo Molhado,,Pirarucu ancestral,reference-front-plus-reconstructed-back,available,281_pirarumba,281_pirarumba/anim_front.png,281_pirarumba/back.png,281_pirarumba/icon.png,281_pirarumba/normal.pal,281_pirarumba/shiny.pal,281_pirarumba/candidate_profile.json
282,Draguará-Alfa,fire/dragon,Dragon-Dog,Arauna Highlands,"Draguará-Alfa lives in Arauna Highlands. This Fire/Dragon POKéMON embodies a part of Brazil's nature, folklore, or culture.",96,109,95,110,100,95,Chama | Corpo Flamejante,,Draguará dominante,reference-front-plus-reconstructed-back,available,282_draguara-alfa,282_draguara-alfa/anim_front.png,282_draguara-alfa/back.png,282_draguara-alfa/icon.png,282_draguara-alfa/normal.pal,282_draguara-alfa/shiny.pal,282_draguara-alfa/candidate_profile.json
283,Terolibra-Rainha,water/bug,Queen,Arauna Wetlands,"Terolibra-Rainha, the Queen POKéMON, inhabits Arauna Wetlands. Its Water/Bug nature reflects Brazil's wildlife and legends.",100,105,97,110,100,95,Torrente | Corpo Molhado,,Terolibra rainha,reference-front-plus-reconstructed-back,available,283_terolibra-rainha,283_terolibra-rainha/anim_front.png,283_terolibra-rainha/back.png,283_terolibra-rainha/icon.png,283_terolibra-rainha/normal.pal,283_terolibra-rainha/shiny.pal,283_terolibra-rainha/candidate_profile.json
284,Petropico-Ancião,grass/rock,Sculptor,Arauna Plateaus,"Found in Arauna Plateaus, Petropico-Ancião is known as the Sculptor POKéMON. It carries a distinct Grass/Rock affinity.",93,112,94,110,100,95,Espessura | Colheita,,Petropico ancião,reference-front-plus-reconstructed-back,available,284_petropico-anciao,284_petropico-anciao/anim_front.png,284_petropico-anciao/back.png,284_petropico-anciao/icon.png,284_petropico-anciao/normal.pal,284_petropico-anciao/shiny.pal,284_petropico-anciao/candidate_profile.json
285,Boitatá-Puro,fire/dragon,Fire-Snake,Arauna Cerrado,"Boitatá-Puro lives in Arauna Cerrado. This Fire/Dragon POKéMON embodies a part of Brazil's nature, folklore, or culture.",97,108,96,110,100,95,Chama | Corpo Flamejante,,Boitatá lendário,reference-front-plus-reconstructed-back,available,285_boitata-puro,285_boitata-puro/anim_front.png,285_boitata-puro/back.png,285_boitata-puro/icon.png,285_boitata-puro/normal.pal,285_boitata-puro/shiny.pal,285_boitata-puro/candidate_profile.json
286,Iara-Mãe,water/fairy,Goddess,Arauna Amazon,"Iara-Mãe, the Goddess POKéMON, inhabits Arauna Amazon. Its Water/Fairy nature reflects Brazil's wildlife and legends.",90,115,92,110,100,95,Torrente | Corpo Molhado,,Iara ancestral,reference-front-plus-reconstructed-back,available,286_iara-mae,286_iara-mae/anim_front.png,286_iara-mae/back.png,286_iara-mae/icon.png,286_iara-mae/normal.pal,286_iara-mae/shiny.pal,286_iara-mae/candidate_profile.json
287,Curupira-Rei,grass/fairy,King,Arauna Atlantic Forest,"Found in Arauna Atlantic Forest, Curupira-Rei is known as the King POKéMON. It carries a distinct Grass/Fairy affinity.",94,111,94,110,100,95,Espessura | Colheita,,Curupira rei,reference-front-plus-reconstructed-back,available,287_curupira-rei,287_curupira-rei/anim_front.png,287_curupira-rei/back.png,287_curupira-rei/icon.png,287_curupira-rei/normal.pal,287_curupira-rei/shiny.pal,287_curupira-rei/candidate_profile.json
288,Saci-Rei,dark/fairy,King,Arauna Cerrado,"Saci-Rei lives in Arauna Cerrado. This Dark/Fairy POKéMON embodies a part of Brazil's nature, folklore, or culture.",98,107,96,110,100,95,Intimidação | Cara de Mau,,Saci rei,reference-front-plus-reconstructed-back,available,288_saci-rei,288_saci-rei/anim_front.png,288_saci-rei/back.png,288_saci-rei/icon.png,288_saci-rei/normal.pal,288_saci-rei/shiny.pal,288_saci-rei/candidate_profile.json
289,Anhangaú,ghost/grass,Supreme,Arauna Amazon,"Anhangaú, the Supreme POKéMON, inhabits Arauna Amazon. Its Ghost/Grass nature reflects Brazil's wildlife and legends.",91,114,93,110,100,95,Levitação | Alma Antiga,,Anhangá supremo,reference-front-plus-reconstructed-back,available,289_anhangau,289_anhangau/anim_front.png,289_anhangau/back.png,289_anhangau/icon.png,289_anhangau/normal.pal,289_anhangau/shiny.pal,289_anhangau/candidate_profile.json
290,Muirá-Kytã,grass/fairy,Ancestral,Arauna Amazon,"Found in Arauna Amazon, Muirá-Kytã is known as the Ancestral POKéMON. It carries a distinct Grass/Fairy affinity.",95,110,95,110,100,95,Espessura | Colheita,,Espírito Muirá,reference-front-plus-reconstructed-back,available,290_muira-kyta,290_muira-kyta/anim_front.png,290_muira-kyta/back.png,290_muira-kyta/icon.png,290_muira-kyta/normal.pal,290_muira-kyta/shiny.pal,290_muira-kyta/candidate_profile.json
291,Cobra-Norato,water/dragon,Serpent,Arauna Amazon,"Cobra-Norato lives in Arauna Amazon. This Water/Dragon POKéMON embodies a part of Brazil's nature, folklore, or culture.",99,106,97,110,100,95,Torrente | Corpo Molhado,,Cobra Norato,reference-front-plus-reconstructed-back,available,291_cobra-norato,291_cobra-norato/anim_front.png,291_cobra-norato/back.png,291_cobra-norato/icon.png,291_cobra-norato/normal.pal,291_cobra-norato/shiny.pal,291_cobra-norato/candidate_profile.json
292,Mapinguari,grass/fighting,Terror,Arauna Amazon,"Mapinguari, the Terror POKéMON, inhabits Arauna Amazon. Its Grass/Fighting nature reflects Brazil's wildlife and legends.",92,113,93,110,100,95,Espessura | Colheita,,Mapinguari,reference-front-plus-reconstructed-back,available,292_mapinguari,292_mapinguari/anim_front.png,292_mapinguari/back.png,292_mapinguari/icon.png,292_mapinguari/normal.pal,292_mapinguari/shiny.pal,292_mapinguari/candidate_profile.json
293,Ipupiara,water/dark,Marine,Arauna Coast,"Found in Arauna Coast, Ipupiara is known as the Marine POKéMON. It carries a distinct Water/Dark affinity.",96,109,95,110,100,95,Torrente | Corpo Molhado,,Ipupiara marinho,reference-front-plus-reconstructed-back,available,293_ipupiara,293_ipupiara/anim_front.png,293_ipupiara/back.png,293_ipupiara/icon.png,293_ipupiara/normal.pal,293_ipupiara/shiny.pal,293_ipupiara/candidate_profile.json
294,Uirapuru,flying/fairy,Miracle,Arauna Amazon,"Uirapuru lives in Arauna Amazon. This Flying/Fairy POKéMON embodies a part of Brazil's nature, folklore, or culture.",100,105,97,110,100,95,Vista Aguçada | Vento Veloz,,Uirapuru cantor,reference-front-plus-reconstructed-back,available,294_uirapuru,294_uirapuru/anim_front.png,294_uirapuru/back.png,294_uirapuru/icon.png,294_uirapuru/normal.pal,294_uirapuru/shiny.pal,294_uirapuru/candidate_profile.json
295,Muiraquitã,rock/fairy,Charm,Arauna Amazon,"Muiraquitã, the Charm POKéMON, inhabits Arauna Amazon. Its Rock/Fairy nature reflects Brazil's wildlife and legends.",93,112,94,110,100,95,Corpo Rochoso | Poeira,,Amuleto Muiraquitã,reference-front-plus-reconstructed-back,available,295_muiraquita,295_muiraquita/anim_front.png,295_muiraquita/back.png,295_muiraquita/icon.png,295_muiraquita/normal.pal,295_muiraquita/shiny.pal,295_muiraquita/candidate_profile.json
296,Amazona,fighting/fairy,Warrior,Arauna Amazon,"Found in Arauna Amazon, Amazona is known as the Warrior POKéMON. It carries a distinct Fighting/Fairy affinity.",97,108,96,110,100,95,Determinação | Coragem,,Guerreira Icamiaba,reference-front-plus-reconstructed-back,available,296_amazona,296_amazona/anim_front.png,296_amazona/back.png,296_amazona/icon.png,296_amazona/normal.pal,296_amazona/shiny.pal,296_amazona/candidate_profile.json
297,Corcovado-Ancião,rock/dragon,Mountain,Arauna Highlands,"Corcovado-Ancião lives in Arauna Highlands. This Rock/Dragon POKéMON embodies a part of Brazil's nature, folklore, or culture.",90,115,92,110,100,95,Corpo Rochoso | Poeira,,Corcovado ancião,reference-front-plus-reconstructed-back,available,297_corcovado-anciao,297_corcovado-anciao/anim_front.png,297_corcovado-anciao/back.png,297_corcovado-anciao/icon.png,297_corcovado-anciao/normal.pal,297_corcovado-anciao/shiny.pal,297_corcovado-anciao/candidate_profile.json
298,Cristo,fairy/psychic,Redeemer,Arauna Highlands,"Cristo, the Redeemer POKéMON, inhabits Arauna Highlands. Its Fairy/Psychic nature reflects Brazil's wildlife and legends.",94,111,94,110,100,95,Encanto | Véu Mágico,,Espírito do redentor,reference-front-plus-reconstructed-back,available,298_cristo,298_cristo/anim_front.png,298_cristo/back.png,298_cristo/icon.png,298_cristo/normal.pal,298_cristo/shiny.pal,298_cristo/candidate_profile.json
299,Ratão,dark/poison,Rat,Arauna Cities,"Found in Arauna Cities, Ratão is known as the Rat POKéMON. It carries a distinct Dark/Poison affinity.",75,75,73,75,72,78,Intimidação | Cara de Mau,,Ratazana urbana,reference-front-plus-reconstructed-back,available,299_ratao,299_ratao/anim_front.png,299_ratao/back.png,299_ratao/icon.png,299_ratao/normal.pal,299_ratao/shiny.pal,299_ratao/candidate_profile.json
300,Pombim,flying/normal,Pigeon,Arauna Cities,"Pombim lives in Arauna Cities. This Flying/Normal POKéMON embodies a part of Brazil's nature, folklore, or culture.",41,54,43,45,45,55,Vista Aguçada | Vento Veloz,#302 (Level 16),Pomba urbana,reference-front-plus-reconstructed-back,available,300_pombim,300_pombim/anim_front.png,300_pombim/back.png,300_pombim/icon.png,300_pombim/normal.pal,300_pombim/shiny.pal,300_pombim/candidate_profile.json
301,Pombão,flying/poison,Pigeon,Arauna Cities,"Pombão, the Pigeon POKéMON, inhabits Arauna Cities. Its Flying/Poison nature reflects Brazil's wildlife and legends.",85,100,88,95,90,95,Vista Aguçada | Vento Veloz,,Pombão urbano,reference-front-plus-reconstructed-back,available,301_pombao,301_pombao/anim_front.png,301_pombao/back.png,301_pombao/icon.png,301_pombao/normal.pal,301_pombao/shiny.pal,301_pombao/candidate_profile.json
302,Baratão,bug/flying,Terror,Arauna Cities,"Found in Arauna Cities, Baratão is known as the Terror POKéMON. It carries a distinct Bug/Flying affinity.",76,74,74,75,72,78,Enxame | Olho Composto,,Barata voadora,reference-front-plus-reconstructed-back,available,302_baratao,302_baratao/anim_front.png,302_baratao/back.png,302_baratao/icon.png,302_baratao/normal.pal,302_baratao/shiny.pal,302_baratao/candidate_profile.json
303,Mosquim,bug/poison,Vector,Arauna Cities,"Mosquim lives in Arauna Cities. This Bug/Poison POKéMON embodies a part of Brazil's nature, folklore, or culture.",69,81,70,75,72,78,Enxame | Olho Composto,,Mosquito da dengue,reference-front-plus-reconstructed-back,available,303_mosquim,303_mosquim/anim_front.png,303_mosquim/back.png,303_mosquim/icon.png,303_mosquim/normal.pal,303_mosquim/shiny.pal,303_mosquim/candidate_profile.json
304,Cão-Bravo,dark/normal,Street,Arauna Cities,"Cão-Bravo, the Street POKéMON, inhabits Arauna Cities. Its Dark/Normal nature reflects Brazil's wildlife and legends.",73,77,72,75,72,78,Intimidação | Cara de Mau,,Cão de rua bravo,reference-front-plus-reconstructed-back,available,304_cao-bravo,304_cao-bravo/anim_front.png,304_cao-bravo/back.png,304_cao-bravo/icon.png,304_cao-bravo/normal.pal,304_cao-bravo/shiny.pal,304_cao-bravo/candidate_profile.json
